BusinessEntityID,TotalPurchaseYTD,DateFirstPurchase,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
1125,-7084.5696,,,,,,,,,,,
1143,-1344.588,,,,,,,,,,,
1161,-10422.8841,,,,,,,,,,,
1175,-115.3616,,,,,,,,,,,
1193,0.0,,,,,,,,,,,
1211,-781.7335,,,,,,,,,,,
1225,0.0,,,,,,,,,,,
1243,-1118.4311,,,,,,,,,,,
1261,-10287.8464,,,,,,,,,,,
1275,-2239.296,,,,,,,,,,,
1293,-1132.8595,,,,,,,,,,,
1311,-16725.3924,,,,,,,,,,,
1325,-8020.1574,,,,,,,,,,,
1343,-9495.6099,,,,,,,,,,,
1361,-19717.022,,,,,,,,,,,
1375,-6291.4342,,,,,,,,,,,
1393,-711.25,,,,,,,,,,,
1411,-4288.0306,,,,,,,,,,,
1425,-13055.5736,,,,,,,,,,,
1443,-11744.8338,,,,,,,,,,,
5,0.0,,,,,,,,,,,
6,0.0,,,,,,,,,,,
23,0.0,,,,,,,,,,,
24,0.0,,,,,,,,,,,
38,0.0,,,,,,,,,,,
41,0.0,,,,,,,,,,,
55,0.0,,,,,,,,,,,
56,0.0,,,,,,,,,,,
73,0.0,,,,,,,,,,,
74,0.0,,,,,,,,,,,
88,0.0,,,,,,,,,,,
91,0.0,,,,,,,,,,,
105,0.0,,,,,,,,,,,
106,0.0,,,,,,,,,,,
123,0.0,,,,,,,,,,,
124,0.0,,,,,,,,,,,
138,0.0,,,,,,,,,,,
141,0.0,,,,,,,,,,,
142,0.0,,,,,,,,,,,
155,0.0,,,,,,,,,,,
156,0.0,,,,,,,,,,,
173,0.0,,,,,,,,,,,
174,0.0,,,,,,,,,,,
191,0.0,,,,,,,,,,,
192,0.0,,,,,,,,,,,
205,0.0,,,,,,,,,,,
206,0.0,,,,,,,,,,,
223,0.0,,,,,,,,,,,
224,0.0,,,,,,,,,,,
241,0.0,,,,,,,,,,,
242,0.0,,,,,,,,,,,
255,0.0,,,,,,,,,,,
256,0.0,,,,,,,,,,,
259,0.0,,,,,,,,,,,
273,0.0,,,,,,,,,,,
274,0.0,,,,,,,,,,,
291,-13909.1311,,,,,,,,,,,
309,-7618.4208,,,,,,,,,,,
323,-3698.4506,,,,,,,,,,,
341,-8171.7865,,,,,,,,,,,
359,-1657.548,,,,,,,,,,,
373,-4110.372,,,,,,,,,,,
391,-12025.3101,,,,,,,,,,,
409,-8172.606,,,,,,,,,,,
423,0.0,,,,,,,,,,,
441,-11853.9216,,,,,,,,,,,
459,0.0,,,,,,,,,,,
473,-20873.9571,,,,,,,,,,,
491,-2816.314,,,,,,,,,,,
509,-1764.0159,,,,,,,,,,,
523,-3385.3678,,,,,,,,,,,
541,-6308.544,,,,,,,,,,,
559,-17373.1394,,,,,,,,,,,
573,-5056.3756,,,,,,,,,,,
591,-20243.2341,,,,,,,,,,,
609,-12428.518,,,,,,,,,,,
623,-13653.726,,,,,,,,,,,
641,-9616.6719,,,,,,,,,,,
659,-5393.0088,,,,,,,,,,,
673,0.0,,,,,,,,,,,
691,-7881.4696,,,,,,,,,,,
709,-7741.674,,,,,,,,,,,
723,-3355.6712,,,,,,,,,,,
741,-3635.2066,,,,,,,,,,,
759,-5003.7408,,,,,,,,,,,
773,-2170.458,,,,,,,,,,,
777,-1445.1898,,,,,,,,,,,
791,-5350.0724,,,,,,,,,,,
809,-1462.386,,,,,,,,,,,
827,-9054.1241,,,,,,,,,,,
841,-647.988,,,,,,,,,,,
859,-2787.7838,,,,,,,,,,,
877,-9456.0682,,,,,,,,,,,
891,-3288.2067,,,,,,,,,,,
909,-6978.222,,,,,,,,,,,
927,-17024.192,,,,,,,,,,,
941,-1572.696,,,,,,,,,,,
959,-2064.8257,,,,,,,,,,,
977,-7925.681,,,,,,,,,,,
991,-1770.6198,,,,,,,,,,,
1009,-14201.358,,,,,,,,,,,
1027,-5886.938,,,,,,,,,,,
1041,-2927.604,,,,,,,,,,,
1059,-299.748,,,,,,,,,,,
1077,-1560.024,,,,,,,,,,,
1091,-3025.5698,,,,,,,,,,,
1109,-1541.358,,,,,,,,,,,
1127,-367.8764,,,,,,,,,,,
1141,-3078.4498,,,,,,,,,,,
1159,-5054.2729,,,,,,,,,,,
1177,-332.358,,,,,,,,,,,
1191,-5929.6869,,,,,,,,,,,
1209,-12967.926,,,,,,,,,,,
1227,-6485.0558,,,,,,,,,,,
1241,-8164.5356,,,,,,,,,,,
1245,-8097.6664,,,,,,,,,,,
1259,-2108.88,,,,,,,,,,,
1277,-5619.3654,,,,,,,,,,,
1295,-16315.0115,,,,,,,,,,,
1309,-15430.1657,,,,,,,,,,,
1327,-6664.3908,,,,,,,,,,,
1345,-3533.9869,,,,,,,,,,,
1359,0.0,,,,,,,,,,,
1377,-6219.6683,,,,,,,,,,,
1395,-683.724,,,,,,,,,,,
1409,-6131.9367,,,,,,,,,,,
1427,-2085.0114,,,,,,,,,,,
1445,0.0,,,,,,,,,,,
1459,-2574.4342,,,,,,,,,,,
17,0.0,,,,,,,,,,,
19,0.0,,,,,,,,,,,
26,0.0,,,,,,,,,,,
28,0.0,,,,,,,,,,,
51,0.0,,,,,,,,,,,
53,0.0,,,,,,,,,,,
60,0.0,,,,,,,,,,,
62,0.0,,,,,,,,,,,
85,0.0,,,,,,,,,,,
87,0.0,,,,,,,,,,,
92,0.0,,,,,,,,,,,
94,0.0,,,,,,,,,,,
96,0.0,,,,,,,,,,,
117,0.0,,,,,,,,,,,
119,0.0,,,,,,,,,,,
121,0.0,,,,,,,,,,,
126,0.0,,,,,,,,,,,
128,0.0,,,,,,,,,,,
151,0.0,,,,,,,,,,,
153,0.0,,,,,,,,,,,
160,0.0,,,,,,,,,,,
162,0.0,,,,,,,,,,,
185,0.0,,,,,,,,,,,
187,0.0,,,,,,,,,,,
194,0.0,,,,,,,,,,,
196,0.0,,,,,,,,,,,
219,0.0,,,,,,,,,,,
221,0.0,,,,,,,,,,,
226,0.0,,,,,,,,,,,
228,0.0,,,,,,,,,,,
251,0.0,,,,,,,,,,,
253,0.0,,,,,,,,,,,
260,0.0,,,,,,,,,,,
262,0.0,,,,,,,,,,,
285,0.0,,,,,,,,,,,
287,0.0,,,,,,,,,,,
319,-5277.0496,,,,,,,,,,,
321,0.0,,,,,,,,,,,
351,-8785.4535,,,,,,,,,,,
353,-3587.3244,,,,,,,,,,,
355,-14020.3232,,,,,,,,,,,
385,-3615.5276,,,,,,,,,,,
387,-10112.9046,,,,,,,,,,,
419,-2172.078,,,,,,,,,,,
421,-10261.0519,,,,,,,,,,,
453,-4314.7686,,,,,,,,,,,
455,-3154.584,,,,,,,,,,,
485,0.0,,,,,,,,,,,
487,-4101.288,,,,,,,,,,,
519,-5744.6578,,,,,,,,,,,
521,-5008.2744,,,,,,,,,,,
553,-12969.3408,,,,,,,,,,,
555,-2769.0792,,,,,,,,,,,
585,-4302.2176,,,,,,,,,,,
587,-669.0,,,,,,,,,,,
589,-4883.9847,,,,,,,,,,,
619,-5525.13,,,,,,,,,,,
621,-12330.3188,,,,,,,,,,,
653,-16461.016,,,,,,,,,,,
655,-2641.7628,,,,,,,,,,,
687,-6801.876,,,,,,,,,,,
689,-2447.622,,,,,,,,,,,
719,-4712.4409,,,,,,,,,,,
721,-2572.122,,,,,,,,,,,
753,-11372.322,,,,,,,,,,,
755,0.0,,,,,,,,,,,
787,-6274.9518,,,,,,,,,,,
789,-22297.0914,,,,,,,,,,,
819,-14892.8367,,,,,,,,,,,
821,-4795.2682,,,,,,,,,,,
823,-13619.052,,,,,,,,,,,
853,-1876.518,,,,,,,,,,,
855,-17817.8858,,,,,,,,,,,
887,-2689.176,,,,,,,,,,,
889,-1882.7904,,,,,,,,,,,
921,-48.588,,,,,,,,,,,
923,-838.9178,,,,,,,,,,,
953,-12751.4895,,,,,,,,,,,
955,0.0,,,,,,,,,,,
987,-7294.722,,,,,,,,,,,
989,-2675.0798,,,,,,,,,,,
1021,-12199.164,,,,,,,,,,,
1023,-3689.9268,,,,,,,,,,,
1053,-2669.1109,,,,,,,,,,,
1055,-6056.8247,,,,,,,,,,,
1057,0.0,,,,,,,,,,,
1087,-1824.036,,,,,,,,,,,
1089,-5444.0304,,,,,,,,,,,
1121,-400.104,,,,,,,,,,,
1123,0.0,,,,,,,,,,,
1155,-5914.4176,,,,,,,,,,,
1157,-8840.028,,,,,,,,,,,
1187,-11388.7887,,,,,,,,,,,
1189,0.0,,,,,,,,,,,
1221,0.0,,,,,,,,,,,
1223,-1258.3767,,,,,,,,,,,
1255,-2165.7328,,,,,,,,,,,
1257,-7283.2227,,,,,,,,,,,
1287,-404.664,,,,,,,,,,,
1289,-12476.144,,,,,,,,,,,
1291,-2916.0889,,,,,,,,,,,
1321,-5389.5338,,,,,,,,,,,
1323,-7294.4246,,,,,,,,,,,
1355,-4567.2377,,,,,,,,,,,
1357,-18027.5247,,,,,,,,,,,
1389,0.0,,,,,,,,,,,
1391,-7507.2519,,,,,,,,,,,
1421,-10262.769,,,,,,,,,,,
1423,-16876.3516,,,,,,,,,,,
4,0.0,,,,,,,,,,,
11,0.0,,,,,,,,,,,
18,0.0,,,,,,,,,,,
29,0.0,,,,,,,,,,,
36,0.0,,,,,,,,,,,
43,0.0,,,,,,,,,,,
54,0.0,,,,,,,,,,,
61,0.0,,,,,,,,,,,
68,0.0,,,,,,,,,,,
79,0.0,,,,,,,,,,,
86,0.0,,,,,,,,,,,
93,0.0,,,,,,,,,,,
104,0.0,,,,,,,,,,,
111,0.0,,,,,,,,,,,
118,0.0,,,,,,,,,,,
129,0.0,,,,,,,,,,,
136,0.0,,,,,,,,,,,
143,0.0,,,,,,,,,,,
154,0.0,,,,,,,,,,,
161,0.0,,,,,,,,,,,
168,0.0,,,,,,,,,,,
179,0.0,,,,,,,,,,,
186,0.0,,,,,,,,,,,
193,0.0,,,,,,,,,,,
204,0.0,,,,,,,,,,,
211,0.0,,,,,,,,,,,
218,0.0,,,,,,,,,,,
229,0.0,,,,,,,,,,,
236,0.0,,,,,,,,,,,
243,0.0,,,,,,,,,,,
254,0.0,,,,,,,,,,,
261,0.0,,,,,,,,,,,
268,0.0,,,,,,,,,,,
279,0.0,,,,,,,,,,,
286,0.0,,,,,,,,,,,
293,-3943.7544,,,,,,,,,,,
311,-12897.6219,,,,,,,,,,,
329,-1267.422,,,,,,,,,,,
343,-15764.8128,,,,,,,,,,,
361,-6481.6109,,,,,,,,,,,
379,-8582.652,,,,,,,,,,,
393,-3179.724,,,,,,,,,,,
411,-6635.3333,,,,,,,,,,,
429,-131.2036,,,,,,,,,,,
443,-2164.998,,,,,,,,,,,
447,0.0,,,,,,,,,,,
461,0.0,,,,,,,,,,,
479,-4340.298,,,,,,,,,,,
497,-16774.4932,,,,,,,,,,,
511,-7842.8321,,,,,,,,,,,
529,0.0,,,,,,,,,,,
547,-2855.215,,,,,,,,,,,
561,-17658.3144,,,,,,,,,,,
579,-5345.1326,,,,,,,,,,,
597,-30764.7584,,,,,,,,,,,
611,-18217.7644,,,,,,,,,,,
629,-6357.9036,,,,,,,,,,,
647,-17110.6054,,,,,,,,,,,
661,-27472.2599,,,,,,,,,,,
679,0.0,,,,,,,,,,,
697,-8018.9485,,,,,,,,,,,
711,0.0,,,,,,,,,,,
729,-1924.374,,,,,,,,,,,
747,0.0,,,,,,,,,,,
761,-4751.7771,,,,,,,,,,,
779,-6186.4826,,,,,,,,,,,
797,-8695.6947,,,,,,,,,,,
811,-11516.9692,,,,,,,,,,,
829,-1951.0288,,,,,,,,,,,
847,-5493.8109,,,,,,,,,,,
861,-2126.6427,,,,,,,,,,,
879,-13307.7563,,,,,,,,,,,
897,-3399.396,,,,,,,,,,,
911,-182.352,,,,,,,,,,,
915,-142.6553,,,,,,,,,,,
929,-1210.6737,,,,,,,,,,,
947,-14726.506,,,,,,,,,,,
961,-2816.6334,,,,,,,,,,,
965,-5576.8058,,,,,,,,,,,
979,-10962.918,,,,,,,,,,,
997,-12187.5994,,,,,,,,,,,
1015,-13817.7917,,,,,,,,,,,
1029,-2415.48,,,,,,,,,,,
1047,-3544.227,,,,,,,,,,,
1065,-11211.8696,,,,,,,,,,,
1079,-1964.1566,,,,,,,,,,,
1097,0.0,,,,,,,,,,,
1115,-1692.231,,,,,,,,,,,
1129,-4102.602,,,,,,,,,,,
1147,-3934.4716,,,,,,,,,,,
1165,-1164.408,,,,,,,,,,,
1179,0.0,,,,,,,,,,,
1197,-6501.528,,,,,,,,,,,
1215,-1751.9487,,,,,,,,,,,
1229,-1357.536,,,,,,,,,,,
1247,-1869.2596,,,,,,,,,,,
1265,-17019.9773,,,,,,,,,,,
1279,-1178.1911,,,,,,,,,,,
1297,-2357.16,,,,,,,,,,,
1315,-9084.1833,,,,,,,,,,,
1329,-3638.814,,,,,,,,,,,
1347,0.0,,,,,,,,,,,
1365,-5776.524,,,,,,,,,,,
1379,-2065.866,,,,,,,,,,,
1397,-12902.4311,,,,,,,,,,,
1415,-1956.3698,,,,,,,,,,,
1429,-15390.6382,,,,,,,,,,,
1433,-1123.854,,,,,,,,,,,
1447,-1202.22,,,,,,,,,,,
2,0.0,,,,,,,,,,,
9,0.0,,,,,,,,,,,
20,0.0,,,,,,,,,,,
27,0.0,,,,,,,,,,,
34,0.0,,,,,,,,,,,
45,0.0,,,,,,,,,,,
52,0.0,,,,,,,,,,,
59,0.0,,,,,,,,,,,
70,0.0,,,,,,,,,,,
77,0.0,,,,,,,,,,,
84,0.0,,,,,,,,,,,
95,0.0,,,,,,,,,,,
102,0.0,,,,,,,,,,,
109,0.0,,,,,,,,,,,
120,0.0,,,,,,,,,,,
127,0.0,,,,,,,,,,,
134,0.0,,,,,,,,,,,
145,0.0,,,,,,,,,,,
152,0.0,,,,,,,,,,,
159,0.0,,,,,,,,,,,
170,0.0,,,,,,,,,,,
177,0.0,,,,,,,,,,,
184,0.0,,,,,,,,,,,
188,0.0,,,,,,,,,,,
195,0.0,,,,,,,,,,,
202,0.0,,,,,,,,,,,
209,0.0,,,,,,,,,,,
213,0.0,,,,,,,,,,,
220,0.0,,,,,,,,,,,
227,0.0,,,,,,,,,,,
234,0.0,,,,,,,,,,,
238,0.0,,,,,,,,,,,
245,0.0,,,,,,,,,,,
252,0.0,,,,,,,,,,,
263,0.0,,,,,,,,,,,
270,0.0,,,,,,,,,,,
277,0.0,,,,,,,,,,,
288,0.0,,,,,,,,,,,
295,-7948.6029,,,,,,,,,,,
313,-2569.9404,,,,,,,,,,,
327,-1712.49,,,,,,,,,,,
345,-4392.2069,,,,,,,,,,,
363,-1298.616,,,,,,,,,,,
377,-8648.19,,,,,,,,,,,
395,0.0,,,,,,,,,,,
413,-8929.5598,,,,,,,,,,,
427,-5771.5534,,,,,,,,,,,
445,-729.438,,,,,,,,,,,
463,-1274.7642,,,,,,,,,,,
477,-11792.0114,,,,,,,,,,,
495,-5174.4768,,,,,,,,,,,
513,-647.988,,,,,,,,,,,
527,-838.9178,,,,,,,,,,,
545,-2768.9177,,,,,,,,,,,
563,-4138.8612,,,,,,,,,,,
577,-127.8,,,,,,,,,,,
595,-7830.498,,,,,,,,,,,
613,-7514.436,,,,,,,,,,,
627,-4672.5218,,,,,,,,,,,
645,0.0,,,,,,,,,,,
663,-2930.8313,,,,,,,,,,,
677,0.0,,,,,,,,,,,
681,-2235.186,,,,,,,,,,,
695,-5502.8209,,,,,,,,,,,
713,-838.9178,,,,,,,,,,,
727,-7983.5739,,,,,,,,,,,
731,-6705.4794,,,,,,,,,,,
745,-13675.8912,,,,,,,,,,,
763,-3785.6497,,,,,,,,,,,
781,-728.161,,,,,,,,,,,
795,-5938.434,,,,,,,,,,,
813,-44002.3023,,,,,,,,,,,
831,-18730.5835,,,,,,,,,,,
845,-12493.8451,,,,,,,,,,,
863,-5934.4566,,,,,,,,,,,
881,-11977.3652,,,,,,,,,,,
895,-8697.4744,,,,,,,,,,,
913,-5505.6174,,,,,,,,,,,
931,-14427.2576,,,,,,,,,,,
945,-7624.998,,,,,,,,,,,
963,-12689.3078,,,,,,,,,,,
981,-2864.8513,,,,,,,,,,,
995,-288.0,,,,,,,,,,,
1013,-10583.3402,,,,,,,,,,,
1031,-46721.4743,,,,,,,,,,,
1045,-7997.9136,,,,,,,,,,,
1063,-3963.3522,,,,,,,,,,,
1081,-3706.0356,,,,,,,,,,,
1095,-5615.8963,,,,,,,,,,,
1113,-4606.9217,,,,,,,,,,,
1131,-917.506,,,,,,,,,,,
1145,-9595.5109,,,,,,,,,,,
1163,-25101.0452,,,,,,,,,,,
1181,-29819.7779,,,,,,,,,,,
1195,-2041.188,,,,,,,,,,,
1199,-9703.881,,,,,,,,,,,
1213,-12267.6215,,,,,,,,,,,
1231,-155.964,,,,,,,,,,,
1249,-8249.076,,,,,,,,,,,
1263,0.0,,,,,,,,,,,
1281,-2855.4986,,,,,,,,,,,
1299,-3719.412,,,,,,,,,,,
1313,0.0,,,,,,,,,,,
1331,-35549.7461,,,,,,,,,,,
1349,-21227.2898,,,,,,,,,,,
1363,-5434.7106,,,,,,,,,,,
1381,-563.946,,,,,,,,,,,
1399,-3492.8728,,,,,,,,,,,
1413,-12044.9569,,,,,,,,,,,
14,0.0,,,,,,,,,,,
16,0.0,,,,,,,,,,,
31,0.0,,,,,,,,,,,
33,0.0,,,,,,,,,,,
46,0.0,,,,,,,,,,,
48,0.0,,,,,,,,,,,
50,0.0,,,,,,,,,,,
63,0.0,,,,,,,,,,,
65,0.0,,,,,,,,,,,
80,0.0,,,,,,,,,,,
82,0.0,,,,,,,,,,,
97,0.0,,,,,,,,,,,
99,0.0,,,,,,,,,,,
114,0.0,,,,,,,,,,,
116,0.0,,,,,,,,,,,
131,0.0,,,,,,,,,,,
133,0.0,,,,,,,,,,,
148,0.0,,,,,,,,,,,
150,0.0,,,,,,,,,,,
163,0.0,,,,,,,,,,,
165,0.0,,,,,,,,,,,
167,0.0,,,,,,,,,,,
180,0.0,,,,,,,,,,,
182,0.0,,,,,,,,,,,
197,0.0,,,,,,,,,,,
199,0.0,,,,,,,,,,,
214,0.0,,,,,,,,,,,
216,0.0,,,,,,,,,,,
231,0.0,,,,,,,,,,,
233,0.0,,,,,,,,,,,
248,0.0,,,,,,,,,,,
250,0.0,,,,,,,,,,,
265,0.0,,,,,,,,,,,
267,0.0,,,,,,,,,,,
280,0.0,,,,,,,,,,,
282,0.0,,,,,,,,,,,
284,0.0,,,,,,,,,,,
297,-20021.0528,,,,,,,,,,,
299,-5158.224,,,,,,,,,,,
331,-4520.0576,,,,,,,,,,,
333,-20478.6895,,,,,,,,,,,
365,-8913.8997,,,,,,,,,,,
367,-20697.5634,,,,,,,,,,,
397,-8975.0238,,,,,,,,,,,
399,0.0,,,,,,,,,,,
401,0.0,,,,,,,,,,,
431,-18088.887,,,,,,,,,,,
433,0.0,,,,,,,,,,,
465,-11626.0099,,,,,,,,,,,
467,0.0,,,,,,,,,,,
499,0.0,,,,,,,,,,,
501,-207.7498,,,,,,,,,,,
531,-2296.5304,,,,,,,,,,,
533,-3947.6869,,,,,,,,,,,
565,-2324.55,,,,,,,,,,,
567,-2761.32,,,,,,,,,,,
599,-9999.2076,,,,,,,,,,,
601,-7333.5315,,,,,,,,,,,
631,-8697.4744,,,,,,,,,,,
633,-3532.986,,,,,,,,,,,
635,-6357.384,,,,,,,,,,,
665,-479.898,,,,,,,,,,,
667,-15720.9364,,,,,,,,,,,
699,-4951.6101,,,,,,,,,,,
701,-6973.188,,,,,,,,,,,
733,-6044.7467,,,,,,,,,,,
735,-3294.282,,,,,,,,,,,
765,-6587.5794,,,,,,,,,,,
767,-3116.4928,,,,,,,,,,,
799,-205.321,,,,,,,,,,,
801,-6047.245,,,,,,,,,,,
833,-2289.8924,,,,,,,,,,,
835,-3214.836,,,,,,,,,,,
865,0.0,,,,,,,,,,,
867,-2159.7348,,,,,,,,,,,
869,-397.3725,,,,,,,,,,,
899,-958.101,,,,,,,,,,,
901,-2857.1869,,,,,,,,,,,
933,-5212.8878,,,,,,,,,,,
935,-20439.1534,,,,,,,,,,,
967,0.0,,,,,,,,,,,
969,-34326.2696,,,,,,,,,,,
999,-8637.408,,,,,,,,,,,
1001,-14594.3532,,,,,,,,,,,
1033,-3351.4347,,,,,,,,,,,
1035,-11660.202,,,,,,,,,,,
1067,-3953.4113,,,,,,,,,,,
1069,-1045.1786,,,,,,,,,,,
1099,-2405.97,,,,,,,,,,,
1101,-1457.7952,,,,,,,,,,,
1103,0.0,,,,,,,,,,,
1133,-4334.5279,,,,,,,,,,,
1135,-6660.5168,,,,,,,,,,,
1167,-362.4763,,,,,,,,,,,
1169,-5191.6962,,,,,,,,,,,
1201,-3805.8795,,,,,,,,,,,
1203,-2501.407,,,,,,,,,,,
1233,-4551.4815,,,,,,,,,,,
1235,-1286.282,,,,,,,,,,,
1267,0.0,,,,,,,,,,,
1269,-18996.6408,,,,,,,,,,,
1301,-2258.4124,,,,,,,,,,,
1303,-17090.4,,,,,,,,,,,
1333,-9708.2505,,,,,,,,,,,
1335,-3522.0982,,,,,,,,,,,
1367,-4463.957,,,,,,,,,,,
1369,-3699.894,,,,,,,,,,,
1401,0.0,,,,,,,,,,,
1403,-26077.1573,,,,,,,,,,,
1,0.0,,,,,,,,,,,
3,0.0,,,,,,,,,,,
10,0.0,,,,,,,,,,,
12,0.0,,,,,,,,,,,
35,0.0,,,,,,,,,,,
37,0.0,,,,,,,,,,,
42,0.0,,,,,,,,,,,
44,0.0,,,,,,,,,,,
67,0.0,,,,,,,,,,,
69,0.0,,,,,,,,,,,
71,0.0,,,,,,,,,,,
76,0.0,,,,,,,,,,,
78,0.0,,,,,,,,,,,
101,0.0,,,,,,,,,,,
103,0.0,,,,,,,,,,,
110,0.0,,,,,,,,,,,
112,0.0,,,,,,,,,,,
135,0.0,,,,,,,,,,,
137,0.0,,,,,,,,,,,
144,0.0,,,,,,,,,,,
146,0.0,,,,,,,,,,,
169,0.0,,,,,,,,,,,
171,0.0,,,,,,,,,,,
176,0.0,,,,,,,,,,,
178,0.0,,,,,,,,,,,
201,0.0,,,,,,,,,,,
203,0.0,,,,,,,,,,,
210,0.0,,,,,,,,,,,
212,0.0,,,,,,,,,,,
235,0.0,,,,,,,,,,,
237,0.0,,,,,,,,,,,
244,0.0,,,,,,,,,,,
246,0.0,,,,,,,,,,,
269,0.0,,,,,,,,,,,
271,0.0,,,,,,,,,,,
276,0.0,,,,,,,,,,,
278,0.0,,,,,,,,,,,
301,-14477.2375,,,,,,,,,,,
303,-2421.0199,,,,,,,,,,,
305,-22476.234,,,,,,,,,,,
335,-298.062,,,,,,,,,,,
337,-4994.538,,,,,,,,,,,
369,-4108.896,,,,,,,,,,,
371,-7693.8214,,,,,,,,,,,
403,0.0,,,,,,,,,,,
405,-915.0252,,,,,,,,,,,
435,-3645.816,,,,,,,,,,,
437,-1000.1139,,,,,,,,,,,
469,0.0,,,,,,,,,,,
471,-3545.613,,,,,,,,,,,
503,-6234.4455,,,,,,,,,,,
505,-3134.513,,,,,,,,,,,
535,-4605.3478,,,,,,,,,,,
537,-4852.752,,,,,,,,,,,
569,-19859.2895,,,,,,,,,,,
571,0.0,,,,,,,,,,,
603,-352.9867,,,,,,,,,,,
605,0.0,,,,,,,,,,,
637,-5623.4144,,,,,,,,,,,
639,-5167.734,,,,,,,,,,,
669,-1803.228,,,,,,,,,,,
671,-8958.1152,,,,,,,,,,,
703,-18314.946,,,,,,,,,,,
705,-3389.37,,,,,,,,,,,
737,-12448.5143,,,,,,,,,,,
739,-4170.8765,,,,,,,,,,,
769,-10586.106,,,,,,,,,,,
771,-5592.5316,,,,,,,,,,,
803,-17479.758,,,,,,,,,,,
805,-9402.006,,,,,,,,,,,
837,-4223.364,,,,,,,,,,,
839,-3528.0164,,,,,,,,,,,
871,-2539.0238,,,,,,,,,,,
873,-3483.0418,,,,,,,,,,,
903,-3152.1667,,,,,,,,,,,
905,-2030.7338,,,,,,,,,,,
937,-6453.4763,,,,,,,,,,,
939,-2236.2889,,,,,,,,,,,
971,-400.104,,,,,,,,,,,
973,-4225.708,,,,,,,,,,,
1003,-4035.6529,,,,,,,,,,,
1005,0.0,,,,,,,,,,,
